symptom_text,disease
Having issues with blocked nose facial tenderness,Sinusitis
pulsating headache,Migraine
Recently developed pale skin that won't go away,Anemia
Feeling dizziness and head hurts,Hypertension
sluggishness and weight gain since yesterday,Hypothyroidism
fever with dry cough,COVID-19
muscle pain stiffness fatigue for a while now,Fibromyalgia
Started experiencing reduced sense of smell congestion,Sinusitis
Having issues with night sweats and fever,Tuberculosis
I have chest pain or discomfort with exertion,Angina
Having issues with low blood pressure with rapid pulse,Sepsis
Started experiencing tight band around upper body when walking that began suddenly,Angina
chest painful lasting more than few minutes and it's getting worse for the last couple of days,Heart Attack
headache queasy vomiting confused for the past few days,Meningitis
fever with abdominal pain for past few days,Typhoid
Having issues with shortness of breath at night since yesterday,Asthma
pain between shoulder blades after meals,Gallstones
I have joint painful and headache recently,Dengue
Feeling severe body ache and fever,Dengue
Feeling rapid heartbeat for the past few days,Hyperthyroidism
I'm experiencing severe allergic reaction throat swelling,Anaphylaxis
Suffering from increased appetite with fatigue,Diabetes
I'm experiencing IBS symptoms discomfort bloating diarrhea,Irritable Bowel Syndrome
Started experiencing dry skin and hair loss,Hypothyroidism
passing kidney stones painful urination blood,Kidney Stones
I've been having Having difficulty breathing and persistent cough,Pneumonia
Feeling Suffering from fever with chest pain,Pneumonia
spots behind ears,Measles
Been dealing with sepsis symptoms fever confusion rapid breathing since yesterday,Sepsis
persistent cough lasting weeks since yesterday,Tuberculosis
pale skin,Anemia
Started experiencing hard to breathing,Asthma
difficulty breathe and cough for a while now,Pneumonia
gout symptoms toe pain swelling for a while now,Gout
osteoporosis symptoms back pain height loss,Osteoporosis
Feeling severe pain in head since this morning,Hypertension
fatigue with joint soreness swelling that won't go away,Rheumatoid Arthritis
I have shortness of breath and it's getting worse,Anemia
contact dermatitis red itchy skin rash for a while now,Allergic Reaction
vision problems in one or both eyes,Stroke
I've been having slow healing wounds,Diabetes
Feeling burning up with digestive issues,Typhoid
Been dealing with septic shock symptoms hot confusion,Sepsis
Recently developed trembling hands,Hyperthyroidism
Having issues with chronic widespread musculoskeletal pain,Fibromyalgia
multiple joints affected symmetrically since yesterday,Rheumatoid Arthritis
severe headache and fever,Influenza
Having issues with stiff joints after rest for the past few days,Arthritis
Experiencing temperature with constipation since yesterday,Typhoid
Recently developed drug allergy rash itching swelling,Allergic Reaction
dizziness and fatigue,Anemia
gout symptoms toe pain swelling,Gout
Feeling chest tightness during exercise,Angina
Suffering from septic shock symptoms fever confusion,Sepsis
Having issues with Suffering from chest pain with headache recently,Hypertension
Been dealing with fatigue with pale skin that started today,Anemia
Recently developed swollen joints,Arthritis
severe sore throat difficulty swallowing,Tonsillitis
joint pain improves with rest,Osteoarthritis
abdominal pain with high temperature for a while now,Typhoid
Feeling shivering extreme cold with fever,Sepsis
gallbladder pain after eating fatty foods,Gallstones
I'm experiencing chronic abdominal pain bowel issues,Irritable Bowel Syndrome
chills with muscle hurt and it's getting worse,Influenza
red spots turning to blisters since yesterday,Chickenpox
tender points painful to touch and it's getting worse,Fibromyalgia
bloating frequent bowel movements after bread pasta for the past few days,Celiac Disease
red spots turning to blisters for a while now,Chickenpox
extreme exhaustion lasting over 6 months,Chronic Fatigue Syndrome
heartburn after eating meals for the past few days,GERD
red rash spreading,Measles
I've been having Suffering from thorax pain with cough,Tuberculosis
Having weakness and pallor that won't go away,Anemia
Recently developed severe pain in head and burning up for past few days,Influenza
high temperature with weakness,Malaria
joint stiffness in morning,Arthritis
shortness of breath,Hypertension
high fever with eye pain for past few days,Dengue
gout attack intense joint pain,Gout
Started experiencing biliary colic pain upper right abdomen recently,Gallstones
Feeling sharp pain below ribcage that won't go away,Kidney Stones
nausea vomiting with breathing difficulty,Anaphylaxis
diarrhea and vomiting since yesterday for a while now,Gastroenteritis
tender abdomen right side can't stand straight,Appendicitis
contact dermatitis red itchy rash,Allergic Reaction
I have bitter taste acid coming up,GERD
weight loss despite eating,Celiac Disease
angina attack during physical activity,Angina
shortness of breath with chest tightness,Angina
Having issues with neck closing up can't swallow,Anaphylaxis
frequent sneezing with cough,Common Cold
Feeling hot and muscle pain,Dengue
wheezing with cough,Bronchitis
Recently developed breastbone area discomfort and cough,Bronchitis
tender points neck shoulders back,Fibromyalgia
I have persistent dry cough with weight loss,Tuberculosis
chronic back pain weak bones that won't go away,Osteoporosis
joint swelling and pain,Arthritis
feeling faint after bee sting,Anaphylaxis
Feeling malnutrition with digestive problems,Celiac Disease
Suffering from sharp stabbing pain right lower belly,Appendicitis
persistent cough with mucus,Bronchitis
I've been having prolonged high temperature since this morning,Typhoid
excessive urination at night since yesterday since yesterday,Diabetes
body ache with high temperature for past few days for a while now,Influenza
Suffering from joint swelling and ache that won't go away,Arthritis
Feeling decreased urine output with infection,Sepsis
Feeling broken bone from minor fall that began suddenly,Osteoporosis
headache and weakness,Typhoid
lower right belly pain that started near belly button,Appendicitis
degenerative joint disease pain,Osteoarthritis
Been dealing with Suffering from fatigue and weakness,Anemia
Suffering from stooped posture bent forward,Osteoporosis
Recently developed red shiny skin over swollen joint,Gout
chronic cough with blood,Tuberculosis
mild fever with runny nose,Common Cold
tiredness with pale complexion and it's getting worse,Anemia
high fever with chills,Malaria
Been dealing with difficulty breathing and dry cough,Pneumonia
I'm experiencing Recently developed fatigue and weight gain,Hypothyroidism
Started experiencing excessive urination at night,Diabetes
Recently developed coughing up phlegm,Bronchitis
arthritis painful hands knees hips and it's getting worse,Osteoarthritis
