symptom_text,disease
arthritis pain hands knees hips worsening gradually,Osteoarthritis
I suffer from arthritis pain hands knees hips,Osteoarthritis
osteoarthritis symptoms joints pain stiffness and it's getting worse,Osteoarthritis
Recently developed hip soreness stiffness after rest for the past few days,Osteoarthritis
I have knee/elbow flexibility loss limited motion,Osteoarthritis
I have joint flexibility loss limited motion began 1 week back,Osteoarthritis
I'm experiencing Having issues with age-related arthritis joint discomfort,Osteoarthritis
Recently developed bone on bone grinding sensation triggered by activity,Osteoarthritis
I've been having articulation painful worse with activity for several days since 2 weeks ago,Osteoarthritis
Experiencing Started experiencing knee pain when walking stairs constant throughout the day,Osteoarthritis
bone on bone grinding sensation since yesterday worse in the morning,Osteoarthritis
knee pain when walking stairs since 2 weeks ago,Osteoarthritis
Started experiencing articulation flexibility loss limited motion since few days ago,Osteoarthritis
joint stiffness in morning brief since yesterday comes and goes,Osteoarthritis
joint painful improves with rest for a while now constant throughout the day,Osteoarthritis
I have I've been having knee pain when walking stairs constant throughout the day,Osteoarthritis
Been dealing with cartilage breakdown joint soreness,Osteoarthritis
joint pain worse with activity started 2 days ago,Osteoarthritis
cartilage breakdown joint ache,Osteoarthritis
cartilage breakdown joints pain,Osteoarthritis
age-related arthritis joint discomfort and it's getting worse constant throughout the day,Osteoarthritis
Experiencing hip pain stiffness after rest especially at night,Osteoarthritis
hip pain stiffness after rest for the past 3 days,Osteoarthritis
knee swelling soreness walking and it's getting worse lasting several days,Osteoarthritis
arthritis painful hands knees hips and it's getting worse ongoing for 2 days,Osteoarthritis
I have knee swelling sharp pain walking for a while now,Osteoarthritis
There is osteoarthritis symptoms articulation ache stiffness since yesterday,Osteoarthritis
wear and tear arthritis that won't go away worsening gradually,Osteoarthritis
wear and tear arthritis that won't go away constant throughout the day,Osteoarthritis
I've noticed articulation stiffness in morning brief for the past few days,Osteoarthritis
articulation stiffness in morning brief for the past few days started 3 days ago,Osteoarthritis
articulation stiffness in morning brief for the past few days triggered by activity,Osteoarthritis
I have joint soreness worse end of day for a while now,Osteoarthritis
knee swollen pain walking,Osteoarthritis
degenerative joint disease pain for the past few days started 1 week ago,Osteoarthritis
degenerative joint disease hurt for the past few days lasting 2 weeks,Osteoarthritis
I'm experiencing wear and tear arthritis gets worse after eating,Osteoarthritis
wear and tear arthritis started 1 week ago,Osteoarthritis
arthritis pain hands knees hips started 1 month ago,Osteoarthritis
arthritis soreness hands knees hips,Osteoarthritis
Feeling joint pain worse with activity for the past several days,Osteoarthritis
Feeling articulation pain worse with activity,Osteoarthritis
I'm experiencing osteoarthritis symptoms joint pain stiffness and it's getting worse,Osteoarthritis
osteoarthritis symptoms joint pain stiffness and it's getting worse ongoing for several days,Osteoarthritis
bone on bone grinding sensation for the past 1 week,Osteoarthritis
bone on bone grinding sensation worse in the morning,Osteoarthritis
age-related arthritis bone connections discomfort,Osteoarthritis
Started experiencing back pain from fractured vertebrae,Osteoporosis
vertebral compression fracture pain for a while now,Osteoporosis
easily fractured bones osteoporosis,Osteoporosis
broken bone from minor fall,Osteoporosis
bone weakness fractures with minimal trauma,Osteoporosis
height loss stooped posture,Osteoporosis
I've been having spinal compression fractures pain,Osteoporosis
loss of height over time and it's getting worse,Osteoporosis
osteoporosis symptoms back hurt height loss for a while now,Osteoporosis
bone fatigue fractures with minimal trauma for a while now,Osteoporosis
Having issues with height loss stooped posture,Osteoporosis
I'm experiencing loss of height over time,Osteoporosis
stooped posture bent forward,Osteoporosis
brittle bones break easily,Osteoporosis
fragile bones frequent fractures since yesterday,Osteoporosis
I've been having easily fractured bones osteoporosis,Osteoporosis
brittle bones break easily and it's getting worse,Osteoporosis
I have low bone density fracture risk for over a week,Osteoporosis
low bone density fracture risk,Osteoporosis
chronic back discomfort weak bones that won't go away,Osteoporosis
bone lack of strength fractures with minimal trauma since yesterday,Osteoporosis
spinal compression fractures pain,Osteoporosis
brittle bones break easily for a while now,Osteoporosis
Been dealing with bone fracture easier than expected,Osteoporosis
back pain from fractured vertebrae that won't go away,Osteoporosis
Suffering from stooped posture bent forward,Osteoporosis
vertebral compression fracture pain since yesterday,Osteoporosis
back pain from fractured vertebrae,Osteoporosis
bone fracture easier than expected,Osteoporosis
I'm experiencing height loss stooped posture,Osteoporosis
loss of height over time,Osteoporosis
Suffering from fragile bones frequent fractures,Osteoporosis
I've been having bone fracture easier than expected since yesterday,Osteoporosis
easily fractured bones osteoporosis and it's getting worse,Osteoporosis
vertebral compression fracture pain,Osteoporosis
fragile bones frequent fractures,Osteoporosis
I have osteoporosis symptoms back pain height loss,Osteoporosis
I've been having spinal compression fractures pain,Osteoporosis
Having issues with broken bone from minor fall,Osteoporosis
low bone density fracture risk for a while now,Osteoporosis
chronic back pain weak bones,Osteoporosis
osteoporosis symptoms back pain height loss,Osteoporosis
chronic back pain weak bones that won't go away,Osteoporosis
Feeling broken bone from minor fall that began suddenly,Osteoporosis
Suffering from stooped posture bent forward,Osteoporosis
vertebral compression fracture pain for a while now ongoing for 2 weeks,Osteoporosis
I have bone weakness fractures with minimal trauma since 3 days ago,Osteoporosis
I've been having spinal compression fractures discomfort,Osteoporosis
bone fatigue fractures with minimal trauma for a while now started 2 days ago,Osteoporosis
I'm experiencing loss of height over time since 1 week ago,Osteoporosis
brittle bones break easily gets worse after eating,Osteoporosis
fragile bones very frequent fractures since yesterday,Osteoporosis
fragile bones constant fractures since yesterday started several days ago,Osteoporosis
I suffer from I've been having easily fractured bones osteoporosis,Osteoporosis
low bone density fracture risk since 1 month ago,Osteoporosis
bone lack of strength fractures with minimal trauma since yesterday started several days ago,Osteoporosis
I've been having spinal compression fractures pain,Osteoporosis
brittle bones break easily for a while now gets worse after eating,Osteoporosis
back dull ache from fractured vertebrae that won't go away triggered by activity,Osteoporosis
back pain from fractured vertebrae that won't go away began 2 weeks back,Osteoporosis
Suffering from stooped posture bent forward started couple weeks ago worsening gradually,Osteoporosis
back ache from fractured vertebrae began couple weeks back,Osteoporosis
back pain from fractured vertebrae began 2 weeks back,Osteoporosis
I've noticed bone fracture easier than expected,Osteoporosis
Experiencing I'm experiencing height loss stooped posture,Osteoporosis
loss of height over time ongoing for 2 weeks,Osteoporosis
Suffering from fragile bones multiple times fractures,Osteoporosis
vertebral compression fracture pain comes and goes,Osteoporosis
Experiencing vertebral compression fracture pain,Osteoporosis
fragile bones very frequent fractures,Osteoporosis
There is I have osteoporosis symptoms back dull ache height loss,Osteoporosis
I've been having spinal compression fractures pain ongoing for several days triggered by activity,Osteoporosis
very low bone density fracture risk for a while now comes and goes,Osteoporosis
chronic back pain weak bones that won't go away began 2 weeks back,Osteoporosis
chronic back pain weak bones that won't go away since couple weeks ago,Osteoporosis
Feeling broken bone from minor fall that began suddenly since 3 days ago,Osteoporosis
Experiencing vertebral compression fracture pain for a while now,Osteoporosis
vertebral compression fracture pain for a while now started 1 week ago,Osteoporosis
I've been having easily fractured bones osteoporosis,Osteoporosis
broken bone from minor fall since 2 days ago,Osteoporosis
broken bone from minor fall worsening gradually,Osteoporosis
broken bone from minor fall worse in the morning,Osteoporosis
bone weakness fractures with minimal trauma for the past few days,Osteoporosis
There is height loss stooped posture,Osteoporosis
Experiencing bone fatigue fractures with minimal trauma for a while now,Osteoporosis
Having issues with height loss stooped posture triggered by activity,Osteoporosis
Having issues with height loss stooped posture ongoing for couple weeks,Osteoporosis
I suffer from I'm experiencing loss of height over time worsening gradually,Osteoporosis
I'm experiencing loss of height over time started 2 days ago,Osteoporosis
Experiencing brittle bones break easily and it's getting worse,Osteoporosis
I have low bone density fracture risk for over a week constant throughout the day,Osteoporosis
I have low bone density fracture risk for over a week lasting 1 week,Osteoporosis
I've been having significantly reduced bone density fracture risk,Osteoporosis
I've been having chronic back discomfort weak bones that won't go away lasting 3 days suddenly appeared,Osteoporosis
I've noticed chronic back discomfort weak bones that won't go away,Osteoporosis
chronic back discomfort weak bones that won't go away comes and goes,Osteoporosis
I have bone lack of strength fractures with minimal trauma since yesterday ongoing for 1 week,Osteoporosis
spinal compression fractures pain lasting 3 days,Osteoporosis
I've noticed brittle bones break easily for a while now,Osteoporosis
I've noticed Been dealing with bone fracture easier than expected started 3 days ago,Osteoporosis
Feeling stomach pain improves with antacids,Peptic Ulcer
stomach pain wakes me at night and it's getting worse,Peptic Ulcer
Suffering from peptic ulcer symptoms abdomen pain burning,Peptic Ulcer
Been dealing with upper abdominal pain relieved by eating,Peptic Ulcer
stomach pain improves with antacids,Peptic Ulcer
Having issues with upper abdominal pain relieved by eating since this morning,Peptic Ulcer
peptic ulcer pain upper belly since yesterday,Peptic Ulcer
duodenal ulcer pain before meals,Peptic Ulcer
belly ulcer discomfort after eating and it's getting worse,Peptic Ulcer
I'm experiencing burning pain below breastbone,Peptic Ulcer
nausea with stomach discomfort for a while now,Peptic Ulcer
burning abdomen pain between meals for a while now,Peptic Ulcer
gastric ulcer gnawing pain for a while now,Peptic Ulcer
I'm experiencing burning sensation in stomach,Peptic Ulcer
nausea with stomach discomfort,Peptic Ulcer
burning stomach soreness between meals that won't go away,Peptic Ulcer
peptic ulcer hurt upper belly for a while now,Peptic Ulcer
I'm experiencing duodenal ulcer ache before meals,Peptic Ulcer
I've been having burning sensation in stomach,Peptic Ulcer
Started experiencing stomach ulcer pain after eating,Peptic Ulcer
stomach hurt worse when hungry for a while now,Peptic Ulcer
peptic ulcer pain upper belly,Peptic Ulcer
Been dealing with stomach pain worse when hungry,Peptic Ulcer
peptic ulcer symptoms stomach pain burning,Peptic Ulcer
Started experiencing upper abdomen burning pain,Peptic Ulcer
burning sensation in stomach,Peptic Ulcer
duodenal ulcer painful before meals that won't go away,Peptic Ulcer
upper abdomen burning pain,Peptic Ulcer
indigestion with stomach pain since yesterday,Peptic Ulcer
stomach pain wakes me at night,Peptic Ulcer
stomach pain worse when hungry,Peptic Ulcer
Been dealing with stomach pain improves with antacids,Peptic Ulcer
indigestion with stomach pain,Peptic Ulcer
I've been having burning discomfort below breastbone,Peptic Ulcer
Feeling nauseous with stomach discomfort,Peptic Ulcer
Suffering from gastric ulcer gnawing pain for several days,Peptic Ulcer
upper abdominal pain relieved by eating,Peptic Ulcer
burning stomach pain between meals,Peptic Ulcer
stomach pain wakes me at night and it's getting worse,Peptic Ulcer
stomach ulcer pain after eating,Peptic Ulcer
Started experiencing upper abdomen burning pain for a while,Peptic Ulcer
gastric ulcer gnawing pain,Peptic Ulcer
peptic ulcer symptoms belly hurt burning for a while now,Peptic Ulcer
burning pain below breastbone,Peptic Ulcer
indigestion with stomach ache since yesterday,Peptic Ulcer
stomach throbbing wakes me at night and it's getting worse for the past couple weeks,Peptic Ulcer
There is Suffering from peptic ulcer symptoms abdomen pain burning,Peptic Ulcer
peptic ulcer discomfort upper belly since yesterday,Peptic Ulcer
duodenal ulcer ache before meals,Peptic Ulcer
duodenal ulcer pain before meals began 1 week back triggered by activity,Peptic Ulcer
I'm experiencing burning pain bedangerously low breastbone,Peptic Ulcer
There is gastric ulcer gnawing pain for a while now,Peptic Ulcer
I've noticed nausea with stomach discomfort lasting few days,Peptic Ulcer
burning stomach soreness between meals that won't go away ongoing for few days,Peptic Ulcer
I've been having I'm experiencing duodenal ulcer ache before meals,Peptic Ulcer
Started experiencing stomach ulcer ache after eating,Peptic Ulcer
stomach hurt worse when hungry for a while now especially at night,Peptic Ulcer
Been dealing with stomach pain worse when hungry lasting 2 weeks,Peptic Ulcer
Been dealing with stomach pain worse when hungry lasting several days,Peptic Ulcer
peptic ulcer symptoms stomach hurting burning,Peptic Ulcer
I've been having Started experiencing upper abdomen burning pain,Peptic Ulcer
burning sensation in stomach for the past couple weeks,Peptic Ulcer
upper abdomen burning pain since 2 days ago,Peptic Ulcer
indigestion with stomach pain since yesterday for the past couple weeks,Peptic Ulcer
Experiencing stomach pain wakes me at night,Peptic Ulcer
stomach hurting worse when hungry,Peptic Ulcer
stomach pain worse when hungry constant throughout the day,Peptic Ulcer
Feeling nauseous with stomach discomfort triggered by activity,Peptic Ulcer
I suffer from Feeling nauseous with stomach discomfort began 3 days back,Peptic Ulcer
Suffering from gastric ulcer gnawing pain for several days began few days back especially at night,Peptic Ulcer
Started experiencing upper abdomen burning pain for a while gets worse after eating,Peptic Ulcer
peptic ulcer symptoms belly hurt burning for a while now lasting 3 days,Peptic Ulcer
burning pain beextremely low breastbone,Peptic Ulcer
burning pain below breastbone constant throughout the day,Peptic Ulcer
I have Feeling stomach pain improves with antacids,Peptic Ulcer
stomach pain wakes me at night and it's getting worse comes and goes,Peptic Ulcer
Suffering from peptic ulcer symptoms abdominal area pain burning,Peptic Ulcer
I've noticed Suffering from peptic ulcer symptoms abdomen pain burning started 1 week ago,Peptic Ulcer
Been dealing with upper abdominal pain relieved by eating ongoing for few days,Peptic Ulcer
stomach pain improves with antacids for the past 1 week,Peptic Ulcer
Having issues with upper abdominal pain relieved by eating since this morning lasting several days,Peptic Ulcer
I suffer from Having issues with upper abdominal pain relieved by eating since this morning,Peptic Ulcer
There is peptic ulcer pain upper belly since yesterday,Peptic Ulcer
I'm experiencing burning pain bevery low breastbone,Peptic Ulcer
I'm experiencing burning pain beextremely low breastbone,Peptic Ulcer
nausea with stomach discomfort for a while now comes and goes,Peptic Ulcer
burning abdomen pain between meals for a while now since few days ago,Peptic Ulcer
burning belly pain between meals for a while now ongoing for 1 week,Peptic Ulcer
Experiencing gastric ulcer gnawing pain for a while now,Peptic Ulcer
gastric ulcer gnawing pain for a while now started 3 days ago,Peptic Ulcer
I've noticed nausea with stomach discomfort,Peptic Ulcer
nausea with stomach discomfort for the past 2 days,Peptic Ulcer
I've noticed burning stomach soreness between meals that won't go away,Peptic Ulcer
peptic ulcer hurt upper belly for a while now started 2 weeks ago,Peptic Ulcer
peptic ulcer hurt upper belly for a while now for the past 1 week,Peptic Ulcer
There is I've been having burning sensation in stomach,Peptic Ulcer
peptic ulcer pain upper belly for the past few days triggered by activity,Peptic Ulcer
peptic ulcer soreness upper belly comes and goes,Peptic Ulcer
peptic ulcer symptoms stomach hurting burning,Peptic Ulcer
peptic ulcer symptoms stomach pain burning began 1 month back,Peptic Ulcer
Feeling chest soreness and feverish,Pneumonia
productive cough with fever,Pneumonia
Suffering from cough with phlegm,Pneumonia
cough with phlegm,Pneumonia
I'm experiencing chest pain when breathing,Pneumonia
cough with phlegm and it's getting worse for several days,Pneumonia
Recently developed Feeling cough with phlegm,Pneumonia
Started experiencing productive dry cough with fever,Pneumonia
I have fever with chest pain,Pneumonia
difficulty breathing and cough,Pneumonia
Recently developed high fever with dry cough,Pneumonia
Suffering from fever with chest pain,Pneumonia
high fever with cough since yesterday,Pneumonia
I've been having breathing difficulty with cough,Pneumonia
fever and chesty cough,Pneumonia
chest pain and fever,Pneumonia
chest discomfort when breathe for past few days that won't go away,Pneumonia
Feeling dry cough with phlegm since yesterday,Pneumonia
Feeling cough with phlegm,Pneumonia
fever with chest ache and it's getting worse since yesterday,Pneumonia
Feeling high fever with persistent cough for the past few days,Pneumonia
Recently developed productive persistent cough with temperature,Pneumonia
Feeling high fever with cough for a while now,Pneumonia
I have fever and chesty dry cough for the past few days,Pneumonia
chest ache when breathing for past few days and it's getting worse,Pneumonia
chest ache and fever for the past few days,Pneumonia
Feeling high fever with cough,Pneumonia
I've been having shortness of breath and fever,Pneumonia
high fever with cough,Pneumonia
breathing difficulty with cough,Pneumonia
breathing difficulty with cough since yesterday,Pneumonia
chest ache when breathing since yesterday,Pneumonia
I've been having Suffering from fever with breastbone area discomfort,Pneumonia
Having difficulty breathing and cough,Pneumonia
I've been having shortness of breath and fever,Pneumonia
chest pain when breathing,Pneumonia
Started experiencing Having difficulty breathing and dry cough,Pneumonia
shortness of breath and fever,Pneumonia
fever with chest pain,Pneumonia
fever and chesty dry cough for the past few days,Pneumonia
chest pain when breathing for past few days,Pneumonia
I've been having Having difficulty breathing and persistent cough,Pneumonia
Feeling Suffering from fever with chest pain,Pneumonia
difficulty breathe and cough for a while now,Pneumonia
Been dealing with difficulty breathing and dry cough,Pneumonia
Feeling chest soreness and feverish worsening gradually,Pneumonia
productive cough with dangerously high temperature,Pneumonia
I'm experiencing chest pain when breathing lasting 2 days,Pneumonia
I'm experiencing chest ache when breathing,Pneumonia
Recently developed Feeling cough with phlegm constant throughout the day,Pneumonia
Started experiencing productive dry cough with fever lasting 1 month,Pneumonia
I have fever with chest pain suddenly appeared,Pneumonia
difficulty respiration and cough especially at night,Pneumonia
Recently developed high fever with dry cough ongoing for 3 days,Pneumonia
I'm experiencing Recently developed high fever with dry cough,Pneumonia
high fever with hacking since yesterday,Pneumonia
I've been having I've been having breathing difficulty with cough triggered by activity,Pneumonia
I've been having respiration difficulty with cough,Pneumonia
rib cage area pain and fever,Pneumonia
I suffer from chest pain and fever,Pneumonia
There is chest discomfort when breathe for past few days that won't go away,Pneumonia
Feeling dry throat irritation with cough with phlegm since yesterday,Pneumonia
I've been having Feeling throat irritation with cough with phlegm,Pneumonia
There is fever with chest ache and it's getting worse since yesterday,Pneumonia
Experiencing Feeling high fever with persistent cough for the past few days,Pneumonia
Feeling high fever with cough for a while now began 1 month back,Pneumonia
I have fever and chesty dry hacking for the past few days,Pneumonia
chest ache when taking breaths for past few days and it's getting worse,Pneumonia
chest area ache and fever for the past few days,Pneumonia
thorax ache and fever for the past few days,Pneumonia
Feeling very high fever with cough,Pneumonia
Feeling extremely high fever with cough,Pneumonia
Experiencing I've been having shortness of breath and fever,Pneumonia
very high fever with cough,Pneumonia
breathing difficulty with cough since yesterday started couple weeks ago,Pneumonia
Having difficulty respiration and cough,Pneumonia
Having difficulty breathing and coughing,Pneumonia
I've been having shortness of breath and fever ongoing for 1 week,Pneumonia
chest pain when air intake,Pneumonia
chest pain when breathing worsening gradually,Pneumonia
Started experiencing Having difficulty breathing and dry hacking,Pneumonia
shortness of breath and elevated temperature suddenly appeared,Pneumonia
fever and chesty dry cough for the past few days ongoing for 3 days,Pneumonia
fever and chesty dry cough for the past few days suddenly appeared,Pneumonia
chest pain when respiration for past few days,Pneumonia
I've been having Having hard time breathing and persistent cough triggered by activity,Pneumonia
Feeling Suffering from fever with chest pain comes and goes,Pneumonia
Experiencing difficulty breathe and cough for a while now ongoing for 2 weeks,Pneumonia
Been dealing with difficulty breathing and dry cough since 2 weeks ago,Pneumonia
Feeling chest soreness and feverish lasting 1 week,Pneumonia
Experiencing Suffering from cough with phlegm,Pneumonia
cough with phlegm and it's getting worse for several days for the past 2 days,Pneumonia
I'm experiencing Recently developed Feeling cough with phlegm since few days ago comes and goes,Pneumonia
I have burning up with chest pain,Pneumonia
Experiencing unable to breathing and cough ongoing for 1 week,Pneumonia
Recently developed high fever with dry coughing comes and goes,Pneumonia
Recently developed extremely high fever with dry cough lasting couple weeks,Pneumonia
Recently developed dangerously high high temperature with dry cough,Pneumonia
Suffering from fever with chest throbbing,Pneumonia
Suffering from fever with upper body pain,Pneumonia
Started experiencing joint painful stiffness morning lasting hours,Rheumatoid Arthritis
I have morning stiffness lasting over 30 minutes,Rheumatoid Arthritis
rheumatoid arthritis joint inflammation since yesterday,Rheumatoid Arthritis
fingers swollen difficult to bend,Rheumatoid Arthritis
fatigue with joint pain swelling,Rheumatoid Arthritis
I've been having small joints hands feet affected for the past few days,Rheumatoid Arthritis
chronic inflammation joints morning stiffness,Rheumatoid Arthritis
autoimmune arthritis multiple joints for the past few days,Rheumatoid Arthritis
I'm experiencing rheumatoid nodules with articulation pain,Rheumatoid Arthritis
I'm experiencing chronic inflammation joints morning stiffness,Rheumatoid Arthritis
Having issues with bilateral joints pain hands wrists for the last couple of days,Rheumatoid Arthritis
joint pain stiffness morning lasting hours,Rheumatoid Arthritis
Been dealing with small joints hands feet affected,Rheumatoid Arthritis
small joints hands feet affected,Rheumatoid Arthritis
autoimmune arthritis multiple joints,Rheumatoid Arthritis
I've been having fingers enlarged difficult to bend that started today,Rheumatoid Arthritis
Suffering from autoimmune arthritis multiple joints,Rheumatoid Arthritis
joint painful stiffness morning lasting hours since yesterday,Rheumatoid Arthritis
Having issues with bilateral joint pain hands wrists,Rheumatoid Arthritis
joint deformity with chronic pain,Rheumatoid Arthritis
swollen tender warm joints both hands for the past few days,Rheumatoid Arthritis
Having issues with joints deformity with chronic pain,Rheumatoid Arthritis
RA symptoms joint pain swelling stiffness,Rheumatoid Arthritis
RA symptoms articulation ache swelling stiffness for the past few days,Rheumatoid Arthritis
I have morning stiffness lasting over 30 minutes,Rheumatoid Arthritis
fingers swollen difficult to bend for the past few days,Rheumatoid Arthritis
RA symptoms joint ache swelling stiffness that won't go away recently,Rheumatoid Arthritis
Been dealing with symmetrical joint pain both sides,Rheumatoid Arthritis
Suffering from multiple joints affected symmetrically,Rheumatoid Arthritis
multiple joints affected symmetrically,Rheumatoid Arthritis
fatigue with joint discomfort swelling and it's getting worse,Rheumatoid Arthritis
bilateral joint pain hands wrists,Rheumatoid Arthritis
chronic inflammation joints morning stiffness that won't go away,Rheumatoid Arthritis
swollen tender warm joints both hands,Rheumatoid Arthritis
symmetrical joint pain both sides,Rheumatoid Arthritis
rheumatoid nodules with joint painful for a while now,Rheumatoid Arthritis
joint deformity with chronic ache for the past few days,Rheumatoid Arthritis
morning stiffness lasting over 30 minutes,Rheumatoid Arthritis
rheumatoid arthritis joint inflammation for the past few days,Rheumatoid Arthritis
rheumatoid arthritis joint inflammation,Rheumatoid Arthritis
rheumatoid nodules with joint pain,Rheumatoid Arthritis
I have symmetrical joints ache both sides,Rheumatoid Arthritis
swollen tender warm joints both hands for the past few days,Rheumatoid Arthritis
fatigue with joint soreness swelling that won't go away,Rheumatoid Arthritis
multiple joints affected symmetrically since yesterday,Rheumatoid Arthritis
I've been having Started experiencing joint painful stiffness morning lasting hours,Rheumatoid Arthritis
I have morning stiffness lasting over 30 minutes worse in the morning,Rheumatoid Arthritis
rheumatoid arthritis joint inflammation since yesterday started couple weeks ago,Rheumatoid Arthritis
fatigue with joint pain swelling lasting couple weeks,Rheumatoid Arthritis
Experiencing I've been having small joints hands feet affected for the past few days,Rheumatoid Arthritis
I've been having small joints hands feet affected for the past few days since several days ago,Rheumatoid Arthritis
I'm experiencing rheumatoid nodules with articulation pain especially at night,Rheumatoid Arthritis
I've been having I'm experiencing chronic inflammation joints morning stiffness,Rheumatoid Arthritis
joint pain stiffness morning lasting hours constant throughout the day,Rheumatoid Arthritis
small joints hands feet affected worse in the morning,Rheumatoid Arthritis
I've been having fingers enlarged difficult to bend that started today lasting 2 weeks,Rheumatoid Arthritis
I've been having fingers enlarged difficult to bend that started today ongoing for 2 days,Rheumatoid Arthritis
joint painful stiffness morning lasting hours since yesterday ongoing for few days,Rheumatoid Arthritis
joint painful stiffness morning lasting hours since yesterday lasting 2 days,Rheumatoid Arthritis
Having issues with bilateral joint hurting hands wrists worsening gradually,Rheumatoid Arthritis
Having issues with bilateral joint hurting hands wrists,Rheumatoid Arthritis
joint deformity with chronic pain began couple weeks back,Rheumatoid Arthritis
articulation deformity with chronic pain,Rheumatoid Arthritis
RA symptoms joints pain swelling stiffness,Rheumatoid Arthritis
RA symptoms joint ache swelling stiffness that won't go away recently for the past 2 days,Rheumatoid Arthritis
Been dealing with symmetrical bone connections pain both sides,Rheumatoid Arthritis
Suffering from multiple joints affected symmetrically lasting 2 weeks,Rheumatoid Arthritis
fatigue with knee/elbow discomfort swelling and it's getting worse,Rheumatoid Arthritis
ongoing inflammation joints morning stiffness that won't go away,Rheumatoid Arthritis
Experiencing ongoing inflammation joints morning stiffness that won't go away,Rheumatoid Arthritis
symmetrical knee/elbow discomfort both sides,Rheumatoid Arthritis
symmetrical joint pain both sides began 1 week back,Rheumatoid Arthritis
bone connections deformity with chronic ache for the past few days,Rheumatoid Arthritis
rheumatoid arthritis joint inflammation for the past few days lasting few days,Rheumatoid Arthritis
rheumatoid nodules with joint pain for the past 1 week,Rheumatoid Arthritis
I suffer from I have symmetrical joints ache both sides,Rheumatoid Arthritis
I've noticed fatigue with knee/elbow soreness inflammation that won't go away,Rheumatoid Arthritis
multiple joints affected symmetrically since yesterday started 2 weeks ago,Rheumatoid Arthritis
There is multiple joints affected symmetrically since yesterday,Rheumatoid Arthritis
Started experiencing articulation painful stiffness morning lasting hours,Rheumatoid Arthritis
I have morning stiffness lasting over 30 minutes comes and goes,Rheumatoid Arthritis
fingers swollen difficult to bend began 2 days back,Rheumatoid Arthritis
fatigue with joint throbbing swelling,Rheumatoid Arthritis
fatigue with joint soreness swelling,Rheumatoid Arthritis
I've been having small joints hands feet affected for the past few days since 2 days ago,Rheumatoid Arthritis
I've been having small joints hands feet affected for the past few days ongoing for several days,Rheumatoid Arthritis
chronic inflammation joints morning stiffness triggered by activity,Rheumatoid Arthritis
chronic inflammation joints morning stiffness began 3 days back,Rheumatoid Arthritis
I'm experiencing rheumatoid nodules with articulation dull ache,Rheumatoid Arthritis
I'm experiencing chronic inflammation joints morning stiffness since 2 days ago,Rheumatoid Arthritis
There is Having issues with bilateral joints pain hands wrists for the last couple of days gets worse after eating,Rheumatoid Arthritis
joint pain stiffness morning lasting hours especially at night,Rheumatoid Arthritis
Been dealing with small joints hands feet affected since 1 month ago worse in the morning,Rheumatoid Arthritis
There is Been dealing with small joints hands feet affected,Rheumatoid Arthritis
small joints hands feet affected especially at night,Rheumatoid Arthritis
I've been having fingers enlarged difficult to bend that started today started 2 weeks ago,Rheumatoid Arthritis
I've noticed I've been having fingers enlarged difficult to bend that started today,Rheumatoid Arthritis
Suffering from autoimmune arthritis multiple joints comes and goes,Rheumatoid Arthritis
joint painful stiffness morning lasting hours since yesterday ongoing for 3 days especially at night,Rheumatoid Arthritis
joint painful stiffness morning lasting hours since yesterday lasting 2 weeks suddenly appeared,Rheumatoid Arthritis
severe infection spreading through body,Sepsis
high fever with rapid heart rate,Sepsis
I'm experiencing altered mental state with infection,Sepsis
I've been having low blood pressure with rapid pulse,Sepsis
septic shock symptoms fever confusion,Sepsis
Having issues with mottled skin poor circulation hot,Sepsis
confusion with signs of infection and it's getting worse for over a week,Sepsis
sharp infection spreading through body that won't go away,Sepsis
I have mottled skin poor circulation fever since this morning,Sepsis
Been dealing with severe infection spreading through body,Sepsis
Having issues with rapid breathing over 20 breaths per minute,Sepsis
feeling like might die sense of doom,Sepsis
shortness of breath rapid breathing,Sepsis
low blood pressure with rapid pulse,Sepsis
mottled skin poor circulation fever,Sepsis
altered mental state with infection,Sepsis
Recently developed clammy or sweaty skin with chills,Sepsis
I have high fever with rapid heart rate for over a week,Sepsis
Feeling shivering extreme cold with fever,Sepsis
decreased urine output with infection for a while now,Sepsis
extreme ache or discomfort for a while now,Sepsis
shortness of breath rapid breathing and it's getting worse for over a week,Sepsis
shivering extreme cold with fever,Sepsis
Recently developed extreme hurt or discomfort,Sepsis
feeling like might die sense of doom for the past few days,Sepsis
clammy or sweaty skin with chills,Sepsis
Feeling confusion with signs of infection,Sepsis
Having issues with clammy or sweaty skin with chills,Sepsis
extreme pain or discomfort,Sepsis
confusion with signs of infection,Sepsis
sepsis symptoms fever confusion rapid breathing,Sepsis
Having issues with rapid breathing over 20 breaths per minute,Sepsis
decreased urine output with infection,Sepsis
Recently developed sepsis symptoms fever confusion rapid breathing,Sepsis
altered mental state with infection that won't go away,Sepsis
feeling like might die sense of doom that won't go away,Sepsis
Recently developed shortness of breath rapid breathe,Sepsis
Having issues with high fever with rapid heart rate,Sepsis
rapid breathing over 20 breaths per minute,Sepsis
Having issues with low blood pressure with rapid pulse,Sepsis
Been dealing with sepsis symptoms fever confusion rapid breathing since yesterday,Sepsis
Been dealing with septic shock symptoms hot confusion,Sepsis
Suffering from septic shock symptoms fever confusion,Sepsis
Feeling shivering extreme cold with fever,Sepsis
Feeling decreased urine output with infection,Sepsis
severe infection spreading through body triggered by activity,Sepsis
